instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
520,2012-06-03,2,1,6,0,Monday,0,Clear,20.92,,,0.184087,7641
521,2012-06-04,2,1,6,0,Tuesday,1,Clear,20.68,0.578283,562.874907978533,0.284833,6998
522,2012-06-05,2,1,6,0,Wednesday,1,Few clouds,,0.525892,1415.09412864251,,7001
523,2012-06-06,2,1,6,0,Thursday,1,Clear,18.600016,,,0.077125,7055
524,2012-06-07,2,1,6,0,Friday,1,Clear,20.92,0.569442,1034.15708786039,0.15735,7494
525,2012-06-08,2,1,6,0,Saturday,1,Clear,23.160016,0.597862,479.374905550437,0.175383,7736
526,2012-06-09,2,1,6,0,Sunday,0,Clear,26.119984,0.648367,364.968734019082,0.144287,7498
527,2012-06-10,2,1,6,0,Monday,0,Clear,26.880016,0.663517,839.854419939154,0.133721,6598
528,2012-06-11,2,1,6,0,Tuesday,1,Few clouds,26.599984,0.659721,1194.71433064934,0.207713,6664
529,2012-06-12,2,1,6,0,Wednesday,1,Few clouds,23.359984,0.597875,4822.52314815278,0.214546,4972
530,2012-06-13,2,1,6,0,Thursday,1,Clear,23.479984,0.611117,1147.99411784325,0.343279,7421
531,2012-06-14,2,1,6,0,Friday,1,Clear,23.119984,0.624383,1052.5144688992,0.253733,7363
532,2012-06-15,2,1,6,0,Saturday,1,Clear,22.680016,0.599754,1208.31400841468,0.176617,7665
533,2012-06-16,2,1,6,0,Sunday,0,Clear,22.320016,0.594708,646.096908456556,0.166667,7702
534,2012-06-17,2,1,6,0,Monday,0,Clear,20.44,0.571975,1285.23370314941,0.144904,6978
535,2012-06-18,2,1,6,0,Tuesday,1,Few clouds,19.279984,0.544842,3662.12403236965,0.174746,5099
536,2012-06-19,2,1,6,0,Wednesday,1,Clear,25.039984,0.654692,2266.7121,0.148017,6825
537,2012-06-20,2,1,6,0,Thursday,1,Clear,29.56,0.720975,1228.93911379849,0.113812,6211
538,2012-06-21,3,1,6,0,Friday,1,Clear,30.679984,0.752542,1040.25419566617,0.118787,5905
539,2012-06-22,3,1,6,0,Saturday,1,Clear,29.32,0.724121,1083.65438869629,0.182842,5823
540,2012-06-23,3,1,6,0,Sunday,0,Clear,27.120016,0.652792,816.696276326293,0.179721,7458
541,2012-06-24,3,1,6,0,Monday,0,Clear,27.679984,0.674254,527.166255788568,0.145525,6891
542,2012-06-25,3,1,6,0,Tuesday,1,Clear,26.359984,0.654042,646.096908456556,0.300383,6779
543,2012-06-26,3,1,6,0,Wednesday,1,Clear,22.279984,0.594704,194.26095559204,0.347642,7442
544,2012-06-27,3,1,6,0,Thursday,1,Clear,25.48,0.640792,167.9616,0.271775,7335
545,2012-06-28,3,1,6,0,Friday,1,Clear,27.960016,0.675512,318.644812890625,0.17165,6879
546,2012-06-29,3,1,6,0,Saturday,1,Clear,32.040016,0.786613,570.620121118164,0.165417,5463
547,2012-06-30,3,1,6,0,Sunday,0,Clear,28.72,0.687508,1306.83379689941,0.161071,5687
548,2012-07-01,3,1,7,0,Monday,0,Clear,31.159984,0.750629,724.156509399414,0.168529,5531
549,2012-07-02,3,1,7,0,Tuesday,1,Clear,29.520016,0.702038,399.532971957636,0.195267,6227
550,2012-07-03,3,1,7,0,Wednesday,1,Clear,29.479984,0.70265,586.345298046147,0.126237,6660
551,2012-07-04,3,1,7,1,Thursday,0,Clear,29.880016,0.732337,842.459695336914,0.13495,7403
552,2012-07-05,3,1,7,0,Friday,1,Clear,31.72,0.761367,439.690484905537,0.194029,6241
553,2012-07-06,3,1,7,0,Saturday,1,Clear,31.759984,0.752533,413.107226160336,0.146142,6207
554,2012-07-07,3,1,7,0,Sunday,0,Clear,33.360016,0.804913,586.345298046147,0.163554,4840
555,2012-07-08,3,1,7,0,Monday,0,Clear,31.48,0.790396,1083.65438869629,0.125629,4672
556,2012-07-09,3,1,7,0,Tuesday,1,Few clouds,26.119984,0.654054,2180.36688759571,0.180975,6569
557,2012-07-10,3,1,7,0,Wednesday,1,Few clouds,26.599984,0.664796,1985.20371914063,0.151737,6290
558,2012-07-11,3,1,7,0,Thursday,1,Clear,26.400016,0.650271,1608.89784741008,0.151733,7264
559,2012-07-12,3,1,7,0,Friday,1,Clear,26.359984,0.654683,786.567760828261,0.146775,7446
560,2012-07-13,3,1,7,0,Saturday,1,Few clouds,27.120016,0.667933,557.119093715602,0.08085,7499
561,2012-07-14,3,1,7,0,Sunday,0,Few clouds,25.759984,0.666042,2389.59162415715,0.143679,6969
562,2012-07-15,3,1,7,0,Monday,0,Clear,27.799984,0.705196,2656.42127334003,0.166667,6031
563,2012-07-16,3,1,7,0,Tuesday,1,Clear,28.639984,0.724125,1730.76800625,0.164187,6830
564,2012-07-17,3,1,7,0,Wednesday,1,Clear,31.279984,0.755683,654.679339138141,0.114429,6786
565,2012-07-18,3,1,7,0,Thursday,1,Clear,30.079984,0.745583,1109.05510014563,0.137442,5713
566,2012-07-19,3,1,7,0,Friday,1,Clear,28.96,0.714642,1299.60663774298,0.165429,6591
567,2012-07-20,3,1,7,0,Saturday,1,Few clouds,23.959984,0.613025,5078.24305447869,0.208967,5870
568,2012-07-21,3,1,7,0,Sunday,0,Partialy cloudy,20.599984,0.549912,5609.20985519003,0.2133,4459
569,2012-07-22,3,1,7,0,Monday,0,Few clouds,24.04,0.623125,3380.33227539063,0.0939208,7410
570,2012-07-23,3,1,7,0,Tuesday,1,Clear,27.600016,0.690017,2321.9659969952,0.138683,6966
571,2012-07-24,3,1,7,0,Wednesday,1,Clear,28.039984,0.70645,1840.62450625,0.211454,7592
572,2012-07-25,3,1,7,0,Thursday,1,Clear,26.760016,0.654054,410.0625,0.1648,8173
573,2012-07-26,3,1,7,0,Friday,1,Clear,29.280016,0.739263,1267.44194461423,0.284813,6861
574,2012-07-27,3,1,7,0,Saturday,1,,29.520016,0.734217,1249.82714167272,0.152992,6904
575,2012-07-28,3,1,7,0,Sunday,0,,28.279984,0.697604,1415.09412864251,0.15735,6685
576,2012-07-29,3,1,7,0,Monday,0,Clear,26.640016,0.667933,1513.70844729004,0.170396,6597
577,2012-07-30,3,1,7,0,Tuesday,1,Clear,27.079984,0.684987,2000.11598205566,0.153617,7105
578,2012-07-31,3,1,7,0,Wednesday,1,Clear,26.239984,0.662896,2458.68376730076,0.165425,7216
579,2012-08-01,3,1,8,0,Thursday,1,Clear,26.44,0.667308,2106.86737539063,0.141179,7580
580,2012-08-02,3,1,8,0,Friday,1,Clear,28.12,0.707088,1892.6827095689,0.129354,7261
581,2012-08-03,3,1,8,0,Saturday,1,Few clouds,28.759984,0.722867,1704.09000039063,0.215792,7175
582,2012-08-04,3,1,8,0,Sunday,0,Clear,30.079984,0.751267,1415.09412864251,0.257458,6824
583,2012-08-05,3,1,8,0,Monday,0,Clear,28.920016,0.731079,1812.68384414062,0.290421,5464
584,2012-08-06,3,1,8,0,Tuesday,1,Few clouds,28.12,0.710246,1831.27905383966,0.129354,7013
585,2012-08-07,3,1,8,0,Wednesday,1,Few clouds,27.319984,0.697621,2452.86491604004,0.116908,7273
586,2012-08-08,3,1,8,0,Thursday,1,,28,0.707717,2050.43497116784,0.1107,7534
587,2012-08-09,3,1,8,0,Friday,1,Clear,28.279984,0.699508,1481.61292341449,0.1561,7286
588,2012-08-10,3,1,8,0,Saturday,1,Few clouds,26.359984,0.667942,2625.71062894513,0.238813,5786
589,2012-08-11,3,1,8,0,Sunday,0,Few clouds,25.24,0.638267,2885.48739225743,0.206479,6299
590,2012-08-12,3,1,8,0,Monday,0,Clear,25.639984,0.644579,791.534300622757,0.122512,6544
591,2012-08-13,3,1,8,0,Tuesday,1,Clear,26.599984,0.662254,884.941742258872,0.136212,6883
592,2012-08-14,3,1,8,0,Wednesday,1,Clear,26.880016,0.676779,2223.23159596166,0.169158,6784
593,2012-08-15,3,1,8,0,Thursday,1,Clear,25.920016,0.654037,1473.66229773791,0.169771,7347
594,2012-08-16,3,1,8,0,Friday,1,Clear,26.520016,0.654688,726.487787077353,0.141796,7605
595,2012-08-17,3,1,8,0,Saturday,1,Clear,26.719984,0.2424,1061.7842706156,0.231354,7148
596,2012-08-18,3,1,8,0,Sunday,0,Clear,24.559984,0.618071,1325.03796185872,0.177867,7865
597,2012-08-19,3,1,8,0,Monday,0,Few clouds,22.519984,0.603554,2565.1177873943,0.08645,4549
598,2012-08-20,3,1,8,0,Tuesday,1,Few clouds,22.519984,0.595967,2905.22276233744,0.129979,6530
599,2012-08-21,3,1,8,0,Wednesday,1,Clear,23.160016,0.601025,2060.60672463379,0.0727708,7006
600,2012-08-22,3,1,8,0,Thursday,1,Clear,24.04,0.621854,2101.68507046475,0.0702833,7375
601,2012-08-23,3,1,8,0,Friday,1,Clear,25.399984,0.637008,1634.45232373478,0.0845958,7765
602,2012-08-24,3,1,8,0,Saturday,1,Few clouds,25.72,0.6471,1430.54150625,0.0721458,7582
603,2012-08-25,3,1,8,0,Sunday,0,Few clouds,23.760016,0.618696,2583.1872209609,0.244408,6053
604,2012-08-26,3,1,8,0,Monday,0,Few clouds,23.359984,0.595996,5118.45041252213,0.228858,5255
605,2012-08-27,3,1,8,0,Tuesday,1,Clear,25.759984,0.654688,2846.31846560453,0.128733,6917
606,2012-08-28,3,1,8,0,Wednesday,1,Clear,26.959984,0.66605,1477.6336,0.190925,7040
607,2012-08-29,3,1,8,0,Thursday,1,Clear,24.88,0.635733,929.003814857537,0.112562,7697
608,2012-08-30,3,1,8,0,Friday,1,Clear,25.920016,0.652779,1215.16545527723,0.0771167,7713
609,2012-08-31,3,1,8,0,Saturday,1,Clear,28.680016,0.6894,1191.32836914063,0.168533,7350
610,2012-09-01,3,1,9,0,Sunday,0,Few clouds,28.159984,0.702654,1660.31001354364,0.113187,6140
611,2012-09-02,3,1,9,0,Monday,0,Few clouds,25.440016,0.649,4411.94850625,0.0640708,5810
612,2012-09-03,3,1,9,1,Tuesday,0,Clear,25.96,0.661629,3911.46216111741,0.151121,6034
613,2012-09-04,3,1,9,0,Wednesday,1,Clear,26.839984,0.686888,3249.28500625,0.236321,6864
614,2012-09-05,3,1,9,0,Thursday,1,Clear,27.360016,0.708983,3018.97019533691,0.187808,7112
615,2012-09-06,3,1,9,0,Friday,1,Few clouds,25.440016,0.655329,4313.54338354405,0.142421,6203
616,2012-09-07,3,1,9,0,Saturday,1,Clear,25.759984,0.657204,2938.33447854004,0.171646,7504
617,2012-09-08,3,1,9,0,Sunday,0,Few clouds,23.640016,0.611121,4078.96678684611,0.281104,5976
618,2012-09-09,3,1,9,0,Monday,0,Clear,21.28,0.578925,898.538094140625,0.224496,8227
619,2012-09-10,3,1,9,0,Tuesday,1,Clear,19.999984,0.565654,643.961994165039,0.258713,7525
620,2012-09-11,3,1,9,0,Wednesday,1,Clear,19.72,0.554292,731.1616,0.0920542,7767
621,2012-09-12,3,1,9,0,Thursday,1,Clear,20.760016,0.570075,1109.05510014563,0.131846,7870
622,2012-09-13,3,1,9,0,Friday,1,Clear,21.4,0.579558,1647.34311785709,0.0827208,7804
623,2012-09-14,3,1,9,0,Saturday,1,Clear,22.399984,0.594083,2045.35715664062,0.103863,8009
624,2012-09-15,3,1,9,0,Sunday,0,,21.199984,0.585867,633.376776060381,0.247521,8714
625,2012-09-16,3,1,9,0,Monday,0,,19.84,0.563125,1055.6001,0.0901833,7333
626,2012-09-17,3,1,9,0,Tuesday,1,,19.879984,0.55305,2911.81309001456,0.151742,6869
627,2012-09-18,3,1,9,0,Wednesday,1,Few clouds,21.919984,0.565067,5795.11078164063,0.357587,4073
628,2012-09-19,3,1,9,0,Thursday,1,Clear,18.52,0.540404,829.506062115994,0.215175,7591
629,2012-09-20,3,1,9,0,Friday,1,Clear,18.240016,0.532192,1461.8058664494,0.118167,7720
630,2012-09-21,3,1,9,0,Saturday,1,Clear,20.760016,0.571971,2000.11598205566,0.154229,8167
631,2012-09-22,3,1,9,0,Sunday,0,Clear,23.2,0.610488,1748.73014389612,0.283583,8395
632,2012-09-23,4,1,9,0,Monday,0,Clear,17.400016,0.518933,475.966343274749,0.223258,7907
633,2012-09-24,4,1,9,0,Tuesday,1,Clear,16.680016,0.502513,590.330451579359,0.142404,7436
634,2012-09-25,4,1,9,0,Wednesday,1,Clear,18.4,0.544179,1055.6001,0.236321,7538
635,2012-09-26,4,1,9,0,Thursday,1,Clear,22.48,0.596613,1583.6442048833,0.2444,7733
636,2012-09-27,4,1,9,0,Friday,1,Few clouds,23.2,0.607975,2277.67785747105,0.134342,7393
637,2012-09-28,4,1,9,0,Saturday,1,Few clouds,21.720016,0.585863,2266.7121,0.164179,7415
638,2012-09-29,4,1,9,0,Sunday,0,Clear,18.04,0.530296,868.827907887227,0.227604,8555
639,2012-09-30,4,1,9,0,Monday,0,Clear,17.280016,0.517663,1157.88701389116,0.134958,6889
640,2012-10-01,4,1,10,0,Tuesday,1,Few clouds,16.999984,0.512,1775.92957006272,0.0908042,6778
641,2012-10-02,4,1,10,0,Wednesday,1,,20.359984,0.542333,5773.01144179007,0.104475,4639
642,2012-10-03,4,1,10,0,Thursday,1,Few clouds,23.56,0.599133,3969.49220275879,0.0665458,7572
643,2012-10-04,4,1,10,0,Friday,1,Few clouds,23.56,0.607975,2731.20155267583,0.117546,7328
644,2012-10-05,4,1,10,0,Saturday,1,Clear,21.52,0.580187,1550.43984414062,0.10635,8156
645,2012-10-06,4,1,10,0,Sunday,0,Clear,18.600016,0.538521,1945.84916907854,0.268025,7965
646,2012-10-07,4,1,10,0,Monday,0,Few clouds,11.959984,0.419813,2517.38651331353,0.141162,3510
647,2012-10-08,4,1,10,1,Tuesday,0,Few clouds,10.399984,0.387608,2535.20340190766,0.189679,5478
648,2012-10-09,4,1,10,0,Wednesday,1,Few clouds,13.440016,0.438112,3365.58496575961,0.1903,6392
649,2012-10-10,4,1,10,0,Thursday,1,Clear,16.680016,0.503142,1583.6442048833,0.187821,7691
650,2012-10-11,4,1,10,0,Friday,1,Clear,12.88,0.431167,460.864156485876,0.181596,7570
651,2012-10-12,4,1,10,0,Saturday,1,Clear,13,0.433071,845.071027321753,0.235092,7282
652,2012-10-13,4,1,10,0,Sunday,0,Clear,10.879984,0.391396,598.351987828704,0.146142,7109
653,2012-10-14,4,1,10,0,Monday,0,Clear,17.040016,0.508204,1682.09843727267,0.278612,6639
654,2012-10-15,4,1,10,0,Tuesday,1,Few clouds,18.960016,0.53915,2505.56559414063,0.296037,5875
655,2012-10-16,4,1,10,0,Wednesday,1,Clear,14.479984,0.460846,971.791709006708,0.182221,7534
656,2012-10-17,4,1,10,0,Thursday,1,Clear,13.879984,0.450108,2305.28628081103,0.101371,7461
657,2012-10-18,4,1,10,0,Friday,1,Few clouds,17.08,0.512625,2813.9731634478,0.236937,7509
658,2012-10-19,4,1,10,0,Saturday,1,Few clouds,19.039984,0.537896,4411.94850625,0.134954,5424
659,2012-10-20,4,1,10,0,Sunday,0,Clear,15.240016,0.472842,1077.37485815196,0.117537,8090
660,2012-10-21,4,1,10,0,Monday,0,Clear,14.280016,0.456429,676.5201,0.166054,6824
661,2012-10-22,4,1,10,0,Tuesday,1,Clear,15.4,0.482942,1043.30549688049,0.0814833,7058
662,2012-10-23,4,1,10,0,Wednesday,1,Clear,18.120016,0.530304,1695.26977456293,0.0945458,7466
663,2012-10-24,4,1,10,0,Thursday,1,Clear,20.2,0.558721,1638.74425197754,0.0727792,7693
664,2012-10-25,4,1,10,0,Friday,1,Few clouds,18.4,0.529688,4104.54683965828,0.124375,7359
665,2012-10-26,4,1,10,0,Saturday,1,Few clouds,18.199984,0.52275,4242.99772158648,0.132467,7444
666,2012-10-27,4,1,10,0,Sunday,0,Few clouds,17.44,0.515133,2687.3856,0.235692,7852
667,2012-10-28,4,1,10,0,Monday,0,Few clouds,14.92,0.467771,2327.53702818353,0.398008,4459
668,2012-10-29,4,1,10,0,Tuesday,1,Partialy cloudy,13.12,0.4394,5996.9536,0.3582,22
669,2012-10-30,4,1,10,0,Wednesday,1,Few clouds,7.272736,0.309909,4642.73194811735,0.213009,1096
670,2012-10-31,4,1,10,0,Thursday,1,Few clouds,9.16,0.3611,1975.31259259556,0.166667,5566
671,2012-11-01,4,1,11,0,Friday,1,Few clouds,9.559984,0.369942,1144.71586480466,0.157346,5986
672,2012-11-02,4,1,11,0,Saturday,1,Clear,9.04,0.356042,742.947640871836,0.266175,5847
673,2012-11-03,4,1,11,0,Sunday,0,Few clouds,8.479984,0.323846,582.385097680664,0.270529,5138
674,2012-11-04,4,1,11,0,Monday,0,Clear,7.639984,0.329538,806.563004092317,0.179108,5107
675,2012-11-05,4,1,11,0,Tuesday,1,Clear,7.320016,0.308075,596.34140068436,0.236325,5259
676,2012-11-06,4,1,11,0,Wednesday,1,Clear,5.479984,0.281567,1034.15708786039,0.173513,5686
677,2012-11-07,4,1,11,0,Thursday,1,Few clouds,6.199984,0.274621,898.538094140625,0.304108,5035
678,2012-11-08,4,1,11,0,Friday,1,Clear,8.904352,0.341891,123.671250674447,0.347835,5315
679,2012-11-09,4,1,11,0,Saturday,1,Clear,9.360016,0.355413,855.564453251765,0.214558,5992
680,2012-11-10,4,1,11,0,Sunday,0,Clear,10.680016,0.393937,1735.24819521638,0.0578458,6536
681,2012-11-11,4,1,11,0,Monday,0,Clear,12.199984,0.421713,1887.91235350827,0.1275,6852
682,2012-11-12,4,1,11,1,Tuesday,0,Clear,15.28,0.475383,3025.76937669348,0.173517,6269
683,2012-11-13,4,1,11,0,Wednesday,1,Few clouds,8.479984,0.323225,1931.24167758625,0.342046,4094
684,2012-11-14,4,1,11,0,Thursday,1,Clear,5.880016,0.281563,929.003814857537,0.199625,5495
685,2012-11-15,4,1,11,0,Friday,1,Few clouds,7.440016,0.324492,1481.61292341449,0.152987,5445
686,2012-11-16,4,1,11,0,Saturday,1,Clear,8.56,0.347204,757.280632291894,0.171025,5698
687,2012-11-17,4,1,11,0,Sunday,0,Clear,7.6,0.326383,884.941742258872,0.179729,5629
688,2012-11-18,4,1,11,0,Monday,0,Clear,8.44,0.337746,2305.28628081103,0.227612,4669
689,2012-11-19,4,1,11,0,Tuesday,1,Few clouds,10.279984,0.375621,1509.66462385296,0.235067,5499
690,2012-11-20,4,1,11,0,Wednesday,1,Few clouds,9.960016,0.380667,2201.72100625,0.082725,5634
691,2012-11-21,4,1,11,0,Thursday,1,Clear,8.959984,0.364892,1418.94649807129,0.103246,5146
692,2012-11-22,4,1,11,1,Friday,0,Clear,8.32,0.350371,1134.90757961815,0.0528708,2425
693,2012-11-23,4,1,11,0,Saturday,1,Clear,9.679984,0.378779,1046.37086486816,0.148021,3910
694,2012-11-24,4,1,11,0,Sunday,0,Clear,5.359984,0.248742,267.935661919206,0.376871,2277
695,2012-11-25,4,1,11,0,Monday,0,Clear,3.799984,0.257583,481.081926742758,0.1505,2424
696,2012-11-26,4,1,11,0,Tuesday,1,Clear,7.039984,0.339004,821.804708739794,0.04665,5087
697,2012-11-27,4,1,11,0,Wednesday,1,Few clouds,6.000016,0.281558,3829.69095519227,0.237562,3959
698,2012-11-28,4,1,11,0,Thursday,1,Clear,6.240016,0.289762,656.840835571289,0.210821,5260
699,2012-11-29,4,1,11,0,Friday,1,Clear,5.48176,0.298422,953.260346024509,0.115522,5323
700,2012-11-30,4,1,11,0,Saturday,1,Clear,6.319984,0.323867,1780.48616120115,0.0584708,5668
701,2012-12-01,4,1,12,0,Sunday,0,Few clouds,6.319984,0.316904,4234.25649999841,0.0597042,5191
702,2012-12-02,4,1,12,0,Monday,0,Few clouds,8.68,0.359208,4595.1753744623,0.124379,4649
703,2012-12-03,4,1,12,0,Tuesday,1,Clear,13.72,0.455796,3469.87265664063,0.0827208,6234
704,2012-12-04,4,1,12,0,Wednesday,1,Clear,14.839984,0.469054,2898.62782619629,0.174129,6606
705,2012-12-05,4,1,12,0,Thursday,1,Clear,13.039984,0.428012,553.30800625,0.324021,5729
706,2012-12-06,4,1,12,0,Friday,1,Clear,4.279984,0.258204,669.911894555664,0.174754,5375
707,2012-12-07,4,1,12,0,Saturday,1,Few clouds,7.399984,0.321958,3409.99008523412,0.1306,5008
708,2012-12-08,4,1,12,0,Sunday,0,,10.320016,0.389508,6895.25235549317,0.101379,5582
709,2012-12-09,4,1,12,0,Monday,0,Few clouds,10.440016,0.390146,6720.39156402652,0.157975,3228
710,2012-12-10,4,1,12,0,Tuesday,1,Few clouds,12.919984,0.435575,7320.94140625,0.190308,5170
711,2012-12-11,4,1,12,0,Wednesday,1,Few clouds,8.959984,0.338363,1267.44194461423,0.296037,5501
712,2012-12-12,4,1,12,0,Thursday,1,Few clouds,6.28,0.297338,839.854419939154,0.162937,5319
713,2012-12-13,4,1,12,0,Friday,1,Clear,6.199984,0.294188,557.119093715602,0.174129,5532
714,2012-12-14,4,1,12,0,Saturday,1,Clear,5.520016,0.294192,1708.51831250306,0.131229,5611
715,2012-12-15,4,1,12,0,Sunday,0,Clear,7.560016,0.338383,1789.64765497176,0.10635,5047
716,2012-12-16,4,1,12,0,Monday,0,Few clouds,9.4,0.369938,4949.14448439941,0.100742,3786
717,2012-12-17,4,1,12,0,Tuesday,1,Few clouds,10.879984,0.4015,6769.99130563924,0.0982583,4585
718,2012-12-18,4,1,12,0,Wednesday,1,Clear,11.719984,0.409708,1970.37499807129,0.221404,5557
719,2012-12-19,4,1,12,0,Thursday,1,Clear,7.96,0.342162,1529.95524921153,0.184092,5267
720,2012-12-20,4,1,12,0,Friday,1,,7.84,0.335217,1990.16914844871,0.132463,4128
721,2012-12-21,1,1,12,0,Saturday,1,,7.680016,0.301767,960.244671588733,0.374383,3623
722,2012-12-22,1,1,12,0,Sunday,0,,4.759984,0.236113,379.086984399414,0.407346,1749
723,2012-12-23,1,1,12,0,Monday,0,Clear,3.799984,0.259471,705.724110721645,0.133083,1787
724,2012-12-24,1,1,12,0,Tuesday,1,Few clouds,3.102592,0.2589,3920.78875811447,0.0772304,920
725,2012-12-25,1,1,12,1,Wednesday,0,Few clouds,5.982592,0.294465,2914.98550481391,0.168726,1013
726,2012-12-26,1,1,12,0,Thursday,1,Partialy cloudy,3.679984,0.220333,4595.1753744623,0.316546,441
727,2012-12-27,1,1,12,0,Friday,1,Few clouds,4.200016,0.226642,1817.32209139132,0.350133,2114
728,2012-12-28,1,1,12,0,Saturday,1,Few clouds,4.159984,0.255046,1211.7361,0.155471,3095
729,2012-12-29,1,1,12,0,Sunday,0,Few clouds,4.159984,0.2424,3213.57479534064,0.124383,1341
730,2012-12-30,1,1,12,0,Monday,0,,4.279984,0.2317,545.740006853409,0.350754,1796
731,2012-12-31,1,1,12,0,Tuesday,1,Few clouds,2.359984,0.223487,1112.26418789063,0.154846,2729
